open,high,low,close,volume,EMA_FAST,EMA_SLOW,MACD,RSI,BB_MIDDLE,BB_UPPER,BB_LOWER,ADX,STOCH,MFI,VOL,OBV,ATR,score,score_details,score_signal,Asset
60246.01,60716.64,60158.0,60395.97,965.52159,60997.0026151943,61434.69110194331,-437.688486749008,22.017072102937504,61389.94300000001,62618.96962068892,60160.91637931109,481.98357142858003,20.892187760611005,23.10691409688451,1795.7243414285713,-987.82452,481.98357142857174,0.5,"['ADX (481.98) im Trigger [20, 999]']",0,BTCUSDT
60395.97,60849.93,59850.0,60648.0,1578.50839,60943.17833597307,61372.524531855786,-429.34619588271744,30.829467124776727,61355.24250000001,62628.36587947392,60082.1191205261,532.8592857142867,33.983187265233234,30.80013274843008,1946.59239,590.68387,532.8592857142856,0.5,"['ADX (532.86) im Trigger [20, 999]']",0,BTCUSDT
60648.0,60765.0,60370.67,60629.84,597.64878,60894.87252451033,61314.124494681346,-419.2519701710189,30.995537037857588,61314.234,62626.73253160656,60001.73546839343,542.4114285714168,33.209835534986674,34.1035346068456,1767.5331585714287,-6.964910000000032,542.4114285714287,0.5,"['ADX (542.41) im Trigger [20, 999]']",0,BTCUSDT
60629.85,60830.0,60380.0,60697.99,899.26063,60864.52980111383,61265.895462569715,-401.36566145588586,29.97978691379366,61254.333999999995,62564.38866358265,59944.27933641734,553.7557142857113,36.11203379579581,35.64989716400812,1356.0532542857145,892.29572,553.7557142857144,0.5,"['ADX (553.76) im Trigger [20, 999]']",0,BTCUSDT
60697.99,60814.16,60597.32,60747.0,612.35285,60846.42147674078,61225.44797940703,-379.0265026662455,28.965668376632124,61213.371499999994,62533.5543398772,59893.18866012279,553.684285714291,38.19914658761179,36.15156875324331,1233.2982628571428,1504.6485699999998,553.6842857142858,0.5,"['ADX (553.68) im Trigger [20, 999]']",0,BTCUSDT
60747.0,60774.02,60320.0,60743.58,550.52464,60830.579860526595,61188.031751096816,-357.4518905702207,26.115413054104835,61165.851,62481.60485023025,59850.097149769754,570.6228571428655,38.05350435647515,33.159710742400435,1042.2649628571428,954.1239299999999,570.6228571428572,0.5,"['ADX (570.62) im Trigger [20, 999]']",0,BTCUSDT
60743.57,61117.63,60714.29,60886.95,879.07402,60839.26139457731,61164.73652799635,-325.47513341903687,27.874723374398016,61118.80399999999,62401.76608661048,59835.8419133895,574.3485714285707,44.638206464868844,33.30490956592104,868.9844142857143,1833.1979499999998,574.3485714285713,0.5,"['ADX (574.35) im Trigger [20, 999]']",0,BTCUSDT
60886.96,60902.36,60692.0,60735.0,460.77491,60823.2067763968,61131.59634488842,-308.3895684916206,26.144528190018477,61072.45349999999,62339.66976322421,59805.23723677577,575.4085714285684,38.0971239899793,33.363404851336355,796.8777457142857,1372.4230399999997,575.408571428571,0.5,"['ADX (575.41) im Trigger [20, 999]']",0,BTCUSDT
60735.0,60792.47,60546.67,60564.12,399.81815,60783.316990442894,61087.96679990572,-304.64980946282594,24.727580803983614,61019.1755,62277.315873198706,59761.03512680129,573.4649999999965,31.903430159297546,30.649752584278684,628.4934257142858,972.6048899999996,573.4649999999996,0.5,"['ADX (573.46) im Trigger [20, 999]']",0,BTCUSDT
60564.12,60938.54,60542.5,60792.0,468.34097,60784.65369669818,61065.27559657357,-280.6218998753902,47.75530213082791,60971.976,62186.977539360494,59756.97446063951,512.1071428571449,65.50764951316724,36.0517594266276,610.0208814285714,1440.9458599999996,512.1071428571429,0.5,"['ADX (512.11) im Trigger [20, 999]']",0,BTCUSDT
60792.0,60871.5,60714.6,60819.61,284.28564,60790.034514125684,61046.48962016567,-256.45510603998264,47.60931435929282,60921.85599999999,62070.08152588351,59773.63047411648,458.95714285715076,76.4899852480012,47.85885715654206,522.1673114285715,1725.2314999999996,458.95714285714297,0.5,"['ADX (458.96) im Trigger [20, 999]']",0,BTCUSDT
60819.6,60830.0,60260.0,60373.99,819.82285,60725.99821510453,60995.18667373059,-269.1884586260567,45.05389033860522,60844.5865,61915.561986245055,59773.61101375494,459.2785714285783,41.336194315343256,50.371733005875676,551.8058828571428,905.4086499999996,459.2785714285715,0.5,"['ADX (459.28) im Trigger [20, 999]']",0,BTCUSDT
60374.0,60666.0,60081.57,60565.41,862.41634,60701.28271778626,60962.47271313919,-261.1899953529355,58.452274519685396,60772.72150000001,61699.69657489966,59845.746425100355,453.49071428571915,56.43681515895337,54.8647163592432,596.3618399999999,1767.8249899999996,453.4907142857145,1.3,"['RSI (58.45) im Trigger [55, 80]', 'ADX (453.49) im Trigger [20, 999]']",1,BTCUSDT
60566.0,60740.0,60504.0,60708.0,332.05825,60702.31648622047,60943.14214917556,-240.82566295508877,61.312106401938074,60707.721999999994,61429.619376511844,59985.824623488144,419.7592857142881,67.6853656034746,68.16477606462942,518.21673,2099.8832399999997,419.759285714286,1.3,"['RSI (61.31) im Trigger [55, 80]', 'ADX (419.76) im Trigger [20, 999]']",1,BTCUSDT
60708.0,60828.7,60529.08,60812.01,494.27022,60719.19711475243,60933.19971289111,-214.00259813867888,60.42132157665155,60648.822499999995,61052.13803565409,60245.5069643459,401.25785714284575,75.89044121701484,66.55474567767894,523.0017742857143,2594.1534599999995,401.2578571428572,1.3,"['RSI (60.42) im Trigger [55, 80]', 'ADX (401.26) im Trigger [20, 999]']",1,BTCUSDT
60812.01,61000.0,60779.0,60896.0,491.41428,60746.40397287414,60930.384147285076,-183.98017441093543,56.783147161036865,60649.67250000001,61055.09673165833,60244.24826834169,345.61999999999534,78.60838175387681,62.125853120590804,536.0869357142858,3085.5677399999995,345.62,1.3,"['RSI (56.78) im Trigger [55, 80]', 'ADX (345.62) im Trigger [20, 999]']",1,BTCUSDT
60896.0,61097.55,60800.0,61062.0,451.93334,60794.96689551903,60940.32981588749,-145.36292036846135,60.93577610159783,60657.172000000006,61087.79455777807,60226.54944222194,338.7071428571435,94.63061984818025,61.451788549634955,533.7429885714286,3537.5010799999995,338.70714285714297,1.3,"['RSI (60.94) im Trigger [55, 80]', 'ADX (338.71) im Trigger [20, 999]']",1,BTCUSDT
61062.0,61089.36,60822.0,60822.01,429.99502,60799.12807552713,60931.40219243694,-132.27411690980807,52.88722098543577,60669.47250000001,61104.36549740821,60234.57950259181,325.6614285714313,71.4669034611209,53.34145812098475,554.5586142857143,3107.5060599999997,325.6614285714287,0.5,"['ADX (325.66) im Trigger [20, 999]']",0,BTCUSDT
60822.01,60876.0,59317.0,59586.7,3573.41697,60612.57403407264,60830.07969078886,-217.50565671621735,32.599188971801,60636.609,61263.736172997254,60009.48182700274,421.52999999999884,14.978091001474356,32.607275345985705,947.9292028571429,-465.9109100000005,421.52999999999986,0.5,"['ADX (421.53) im Trigger [20, 999]']",0,BTCUSDT
59586.69,59600.0,58960.0,59086.01,2940.33636,60377.68964191989,60698.83247108755,-321.1428291676639,28.368103859933726,60578.6095,61502.289025273465,59654.92997472653,434.81428571428114,5.840204298232032,26.688099872443445,1244.77492,-3406.2472700000003,434.8142857142858,0.5,"['ADX (434.81) im Trigger [20, 999]']",0,BTCUSDT
59086.01,59314.57,58621.0,58663.9,2156.62874,60114.00273191891,60545.877218721675,-431.8744868027643,22.955925110321942,60492.005999999994,61751.5276568105,59232.48434318949,455.544999999991,1.732248490843475,18.071372506750915,1505.4278471428572,-5562.87601,455.54500000000036,0.5,"['ADX (455.54) im Trigger [20, 999]']",0,BTCUSDT
58663.9,58750.0,57122.77,57864.43,5593.91789,59767.88467000036,60344.54642008975,-576.6617500893844,19.83155266233021,60352.8275,62071.32033595736,58634.33466404264,556.75,18.659145914989402,13.399126760392765,2233.948942857143,-11156.7939,556.7500000000006,0.5,"['ADX (556.75) im Trigger [20, 999]']",0,BTCUSDT
57864.43,58930.58,57748.85,58770.6,2855.09279,59614.44502483948,60226.48907659929,-612.0440517598108,33.674078713007134,60259.8655,62111.27480656648,58408.45619343352,623.6021428571476,41.45713725035309,24.88334103991911,2571.6173014285714,-8301.70111,623.6021428571433,0.5,"['ADX (623.60) im Trigger [20, 999]']",0,BTCUSDT
58770.6,59497.21,58530.8,59257.66,2334.95061,59559.55162021504,60153.88764972138,-594.3360295063394,36.66264490502274,60187.849,62079.124718627354,58296.57328137265,664.3428571428667,53.71089720687601,30.77292000048113,2840.6197685714287,-5966.7505,664.3428571428574,0.5,"['ADX (664.34) im Trigger [20, 999]']",0,BTCUSDT
59257.67,59583.0,58850.39,59158.0,1086.95356,59497.77120924354,60079.32289225745,-581.5516830139095,35.735024699051664,60108.399,62033.96556490223,58182.832435097764,705.4650000000038,51.203588626275874,33.028986366670665,2934.4709885714283,-7053.70406,705.4650000000001,0.5,"['ADX (705.47) im Trigger [20, 999]']",0,BTCUSDT
59158.01,59163.52,58357.15,58459.98,1164.75251,59338.103940880836,59958.175129258016,-620.0711883771801,34.25069406837184,59994.219000000005,62028.926798971566,57959.51120102844,722.3485714285707,33.642365112023,32.60594367366852,2590.3760657142857,-8218.45657,722.3485714285713,0.5,"['ADX (722.35) im Trigger [20, 999]']",0,BTCUSDT
58459.98,59133.33,58392.21,58715.83,1092.088,59242.365895134455,59865.3002878361,-622.9343927016453,34.940530083360585,59885.663,61951.260498542026,57820.065501457975,733.5407142857075,40.079199351903796,36.690143854086806,2326.3405857142857,-7126.368570000001,733.5407142857142,0.5,"['ADX (733.54) im Trigger [20, 999]']",0,BTCUSDT
58715.83,58762.01,58001.81,58161.0,1281.30112,59075.996627645596,59737.977788425305,-661.9811607797092,30.56662739801442,59756.963,61918.27873949124,57595.64726050877,770.9835714285655,26.120439370222766,34.064085006289545,2201.2937828571426,-8407.66969,770.9835714285717,0.5,"['ADX (770.98) im Trigger [20, 999]']",0,BTCUSDT
58161.0,58305.59,55701.0,56174.02,6366.26136,58629.52668717023,59471.89488605633,-842.368198886099,22.511151440255745,59537.458,62189.60455527098,56885.31144472902,935.6242857142861,8.765229637451869,26.388193265459662,2311.628564285714,-14773.931050000001,935.6242857142861,0.5,"['ADX (935.62) im Trigger [20, 999]']",0,BTCUSDT
56174.01,56294.0,52300.17,54432.65,18291.93944,57983.83866885795,59095.88803543364,-1112.0493665756949,17.982644293189225,59219.4905,62649.20765517843,55789.77334482157,1205.1121428571423,24.239944165191904,16.321835277067162,4516.892371428571,-33065.87049,1205.1121428571435,0.0,[],0,BTCUSDT
54432.65,54720.0,53600.0,54697.98,7647.8959,57478.3122242082,58767.912635526685,-1289.6004113184827,18.781909654202096,58913.40900000001,62803.58599437631,55023.2320056237,1263.8585714285728,27.281353571827793,13.492544425589143,5275.884555714286,-25417.97459,1263.8585714285716,0.0,[],0,BTCUSDT
54697.98,54713.99,53797.14,53890.87,3830.3656,56926.38905052678,58404.38783479814,-1477.99878427136,17.79198063931011,58589.253000000004,63011.090552735644,54167.415447264364,1310.2507142857285,18.548641939028858,12.772302108024993,5667.800561428571,-29248.340190000003,1310.2507142857144,0.0,[],0,BTCUSDT
53890.87,54576.71,53394.01,53528.01,4506.48269,56403.55430201614,58041.08111922313,-1637.5268172069846,19.361902035975618,58237.382999999994,63095.57866151922,53379.18733848077,1283.3721428571516,16.820117728766768,12.666105087425676,6145.190587142856,-33754.82288,1283.3721428571428,0.0,[],0,BTCUSDT
53526.01,53856.05,52300.0,52718.0,9486.11842,55836.53933865586,57644.66368258234,-1808.12434392648,18.774560329017675,57837.882999999994,63134.90191328599,52540.864086714,1348.8042857142937,5.739393107235241,11.557526901695594,7344.3377900000005,-43240.9413,1348.804285714286,0.0,[],0,BTCUSDT
52717.99,52994.28,49000.0,51588.0,20888.72287,55182.911455282956,57193.79446037993,-2010.8830050969773,17.555792354114047,57376.682499999995,63166.67263860037,51586.69236139962,1584.5692857142858,24.45431352168341,9.236546667774675,10145.39804,-64129.664170000004,1584.5692857142858,0.0,[],0,BTCUSDT
51588.0,53088.22,51356.02,52674.19,8503.60672,54796.95108727714,56857.47045371094,-2060.5193664338003,26.811563123210675,56965.59199999999,62869.86101107861,51061.32298892137,1592.0671428571368,34.71784938107961,18.254369282200603,10450.73309142857,-55626.05745000001,1592.067142857143,0.0,[],0,BTCUSDT
52674.2,53218.37,52288.0,52752.0,5272.69477,54482.34100604795,56552.06797317098,-2069.7269671230315,20.961335819052536,56550.09199999999,62409.99784938055,50690.18615061943,1574.1128571428635,35.45308513653638,20.099470386857263,8590.840995714285,-50353.362680000006,1574.1128571428574,0.0,[],0,BTCUSDT
52752.0,52935.63,51750.01,52667.8,3568.47028,54203.17918322547,56263.21157170911,-2060.03238848364,16.919104196469874,56142.381499999996,61884.30872855234,50400.45427144765,1589.7707142857107,34.65746952659602,17.126991899145892,8008.065907142857,-53921.83296000001,1589.7707142857143,0.0,[],0,BTCUSDT
52667.8,52667.8,50671.66,51386.0,5666.36487,53769.76480987681,55900.61995023874,-2130.8551403619276,15.124085023261529,55732.3465,61608.31845427109,49856.37454572891,1680.0228571428524,23.476118510120173,15.139952505161625,8270.351517142857,-59588.197830000005,1680.0228571428572,0.0,[],0,BTCUSDT
51384.0,51899.99,50633.47,51340.0,4715.94005,53395.95323992436,55561.65653875918,-2165.703298834822,16.064112316643218,55345.045999999995,61310.72125262351,49379.37074737648,1712.8907142857133,23.09211285924537,14.651177463658485,8300.273997142858,-64304.13788,1712.8907142857145,0.0,[],0,BTCUSDT
51340.0,51542.0,49542.83,49804.0,10310.06291,52843.34304875752,55133.83152226592,-2290.488473508405,12.14333472946582,54902.051,61139.6718908303,48664.4301091697,1802.7514285714278,8.236008772782629,12.408972977687263,8417.980352857143,-74614.20079,1802.7514285714283,0.0,[],0,BTCUSDT
49804.01,52534.09,49599.9,51951.0,11920.84778,52706.05908229181,54897.38462648937,-2191.3255441975634,26.763608443201093,54606.3795,60813.28860858974,48399.470391410265,1958.036428571424,31.71212142378596,20.97620809108976,7136.855340000001,-62693.353010000006,1958.0364285714277,0.0,[],0,BTCUSDT
51951.01,54516.01,51951.01,54061.68,11347.47221,52914.61668709065,54835.314907513784,-1920.6982204231317,42.1686059099275,54370.93350000001,60261.95149861912,48479.91550138089,1955.208571428564,69.39511927610783,29.376154171679016,7543.121838571429,-51345.880800000006,1955.2085714285708,0.0,[],0,BTCUSDT
54061.67,54980.0,53500.0,54321.09,6182.10967,53130.997671302706,54797.12980207866,-1666.1321307759572,49.53533704302641,54124.105,59548.19055195112,48700.019448048886,1775.6492857142803,88.98143812707535,38.257522272239875,7673.038252857144,-45163.77113000001,1775.649285714285,0.0,[],0,BTCUSDT
54321.08,55600.0,54034.0,54039.11,5846.92743,53270.70751958637,54740.851402176486,-1470.1438825901132,47.25951559966378,53868.1605,58747.878306618666,48988.44269338133,1807.506428571418,76.35015151513996,44.33271918730368,7998.532131428571,-51010.698560000004,1807.5064285714277,0.0,[],0,BTCUSDT
54039.11,55068.42,53767.48,54707.99,3352.59724,53491.828248385566,54738.412055635825,-1246.5838072502593,53.43824109085653,53680.561,58082.0428967105,49279.0791032895,1834.9414285714302,86.48469696968382,44.519545964086845,7667.99389857143,-47658.10132,1834.9414285714277,0.0,[],0,BTCUSDT
54708.0,54717.14,53000.0,53096.84,3324.36066,53431.06074482099,54616.57509423846,-1185.51434941747,48.3582119104419,53399.6115,57111.04752754227,49688.175472457726,1873.1157142857119,62.07333333332387,45.01640203250022,7469.196842857143,-50982.46198,1873.1157142857135,0.0,[],0,BTCUSDT
53096.85,53601.0,52555.0,53470.09,3753.87523,53437.06525236806,54531.49571983504,-1094.4304674669766,52.96230212647819,53165.06599999999,56126.716056647274,50203.41594335271,1836.6835714285698,67.72863636362604,47.5081133225035,6532.598602857142,-47228.58675,1836.6835714285703,0.0,[],0,BTCUSDT
53470.08,54404.0,53462.0,54393.85,2144.05024,53584.263045871776,54521.28256196536,-937.0195160935837,61.23408586240374,53076.05750000001,55749.97314677327,50402.14185322675,1618.663571428573,80.08723545812973,60.111466933581916,5135.91324,-45084.536510000005,1618.6635714285705,0.8,"['RSI (61.23) im Trigger [55, 80]']",0,BTCUSDT
54393.85,55200.0,54272.0,54372.01,1946.64283,53705.45498251627,54510.20808759322,-804.753105076954,57.43109098923612,53073.0255,55740.59423416106,50405.45676583895,1561.220714285715,79.7266710361308,56.87216464189799,3792.937614285714,-47031.17934,1561.220714285713,0.8,"['RSI (57.43) im Trigger [55, 80]']",0,BTCUSDT
54372.0,54971.0,54206.09,54695.87,1482.40313,53857.826627443734,54523.980682637506,-666.1540551937724,58.3286274583034,53072.920000000006,55740.21829567416,50405.62170432585,1549.402142857136,85.07339235978438,54.734361283536686,3121.5509657142857,-45548.77621,1549.4021428571416,0.8,"['RSI (58.33) im Trigger [55, 80]']",0,BTCUSDT
54695.87,55082.0,53876.47,54018.81,1709.37956,53882.59331441754,54486.510600785325,-603.9172863677813,55.50862903423338,53079.317,55755.47403254242,50403.159967457585,1550.8242857142832,73.89556509061588,56.06354428679208,2530.4726985714287,-47258.155770000005,1550.8242857142848,0.8,"['RSI (55.51) im Trigger [55, 80]']",0,BTCUSDT
54018.82,56064.21,53950.0,56038.0,4020.21665,54214.194504667954,54601.57800237669,-387.383497708739,67.89222511273405,53204.8165,56187.4365207786,50222.1964792214,1559.257857142853,99.59809120154023,62.92322137839817,2625.8469,-43237.93912,1559.2578571428562,0.8,"['RSI (67.89) im Trigger [55, 80]']",0,BTCUSDT
56037.99,56276.0,55436.0,55723.98,2935.50989,54446.46929209674,54684.814175449625,-238.34488335288188,66.52077768592508,53355.1155,56531.12769809732,50179.10330190268,1528.7921428571426,91.80148429341727,68.62357815765363,2570.29679,-46173.449010000004,1528.7921428571422,0.8,"['RSI (66.52) im Trigger [55, 80]']",0,BTCUSDT
55723.99,56064.0,55628.44,55845.44,2144.92755,54661.69562999366,54770.877681843594,-109.18205184993712,75.48369516608064,53567.9875,56815.21249176658,50320.76250823343,1417.105714285717,93.55072572308784,80.41400896997351,2340.447121428571,-44028.52146,1417.1057142857135,0.8,"['RSI (75.48) im Trigger [55, 80]']",0,BTCUSDT
55845.44,55888.0,55471.5,55665.73,1405.9911,54816.16250178109,54837.22815749277,-21.065655711681757,68.7873561764104,53717.5645,57065.47562394449,50369.65337605551,1237.270714285718,85.88967835761802,73.88985752871874,2235.0101014285715,-45434.51256,1237.270714285714,0.8,"['RSI (68.79) im Trigger [55, 80]']",0,BTCUSDT
55665.73,55760.0,55255.0,55493.98,1633.25285,54920.44214295855,54885.920690833635,34.521452124914504,59.01121384305327,53854.6635,57260.16467664619,50449.16232335381,1090.1278571428556,78.98360655735591,64.02613720497772,2190.240104285714,-47067.76541,1090.1278571428568,1.8,"['MACD (34.52) im Trigger [0, 999]', 'RSI (59.01) im Trigger [55, 80]']",1,BTCUSDT
55493.97,55999.0,55257.82,55925.97,1722.28213,55075.138769070014,54963.02625881718,112.11251025283127,59.8823877140312,54017.572,57494.97919552348,50540.16480447652,1037.3550000000032,90.59312012897327,59.81680487784992,2224.508532857143,-45345.48328,1037.3549999999996,1.8,"['MACD (112.11) im Trigger [0, 999]', 'RSI (59.88) im Trigger [55, 80]']",1,BTCUSDT
