Asset,RSI_PERIOD,MACD_FAST,MACD_SLOW,MACD_SIGNAL,EMA_SHORT,EMA_LONG,BB_WINDOW,STOCH_WINDOW,STOP_LOSS_PCT,TAKE_PROFIT_PCT,Anzahl Trades,Gesamt-PnL,Trefferquote,Ø Trade-PnL,Max. Gewinn,Max. Verlust,Sharpe,MaxDrawdown,Letztes Kapital
BTCUSDT,8,8,18,6,21,100,10,8,0.02,0.04,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,8,0.02,0.06,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,8,0.02,0.1,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,8,0.03,0.04,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,8,0.03,0.06,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,8,0.03,0.1,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,8,0.05,0.04,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,8,0.05,0.06,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,8,0.05,0.1,246,1.183797885101404,52.03252032520326,0.004812186524802455,3.197304967822698,-2.3445823705701625,0.0838355944769649,-0.1518529509492034,1.0066240730767322
BTCUSDT,8,8,18,6,21,100,10,14,0.02,0.04,257,-0.8922757023467156,51.75097276264592,-0.0034718898923996717,3.197304967822698,-2.3445823705701625,-1.0845268230914804,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,10,14,0.02,0.06,257,-0.8922757023467156,51.75097276264592,-0.0034718898923996717,3.197304967822698,-2.3445823705701625,-1.0845268230914804,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,10,14,0.02,0.1,257,-0.8922757023467156,51.75097276264592,-0.0034718898923996717,3.197304967822698,-2.3445823705701625,-1.0845268230914804,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,10,14,0.03,0.04,256,-0.8654402837513864,51.953125,-0.003380626108403853,3.197304967822698,-3.328590790296013,-1.046771258632013,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,10,14,0.03,0.06,256,-0.8654402837513864,51.953125,-0.003380626108403853,3.197304967822698,-3.328590790296013,-1.046771258632013,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,10,14,0.03,0.1,256,-0.8654402837513864,51.953125,-0.003380626108403853,3.197304967822698,-3.328590790296013,-1.046771258632013,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,10,14,0.05,0.04,256,-0.8654402837513864,51.953125,-0.003380626108403853,3.197304967822698,-3.328590790296013,-1.046771258632013,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,10,14,0.05,0.06,256,-0.8654402837513864,51.953125,-0.003380626108403853,3.197304967822698,-3.328590790296013,-1.046771258632013,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,10,14,0.05,0.1,256,-0.8654402837513864,51.953125,-0.003380626108403853,3.197304967822698,-3.328590790296013,-1.046771258632013,-0.1717483449278204,0.9857096758351497
BTCUSDT,8,8,18,6,21,100,20,8,0.02,0.04,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,8,0.02,0.06,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,8,0.02,0.1,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,8,0.03,0.04,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,8,0.03,0.06,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,8,0.03,0.1,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,8,0.05,0.04,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,8,0.05,0.06,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,8,0.05,0.1,349,-3.760547222193807,51.00286532951289,-0.010775206940383402,3.197304967822698,-2.3445823705701625,-1.4997944919198025,-0.13552511155326585,0.9566360656985444
BTCUSDT,8,8,18,6,21,100,20,14,0.02,0.04,362,-3.4374960556256724,50.27624309392266,-0.009495845457529482,3.197304967822698,-2.3445823705701625,-1.246961271811091,-0.15444552891493404,0.9587899850859887
BTCUSDT,8,8,18,6,21,100,20,14,0.02,0.06,362,-3.4374960556256724,50.27624309392266,-0.009495845457529482,3.197304967822698,-2.3445823705701625,-1.246961271811091,-0.15444552891493404,0.9587899850859887
BTCUSDT,8,8,18,6,21,100,20,14,0.02,0.1,362,-3.4374960556256724,50.27624309392266,-0.009495845457529482,3.197304967822698,-2.3445823705701625,-1.246961271811091,-0.15444552891493404,0.9587899850859887
BTCUSDT,8,8,18,6,21,100,20,14,0.03,0.04,361,-3.026082785376783,50.41551246537396,-0.008382500790517404,3.197304967822698,-3.328590790296013,-1.0714291324633471,-0.15113747331027977,0.9625410510342055
BTCUSDT,8,8,18,6,21,100,20,14,0.03,0.06,361,-3.026082785376783,50.41551246537396,-0.008382500790517404,3.197304967822698,-3.328590790296013,-1.0714291324633471,-0.15113747331027977,0.9625410510342055
BTCUSDT,8,8,18,6,21,100,20,14,0.03,0.1,361,-3.026082785376783,50.41551246537396,-0.008382500790517404,3.197304967822698,-3.328590790296013,-1.0714291324633471,-0.15113747331027977,0.9625410510342055
BTCUSDT,8,8,18,6,21,100,20,14,0.05,0.04,361,-3.026082785376783,50.41551246537396,-0.008382500790517404,3.197304967822698,-3.328590790296013,-1.0714291324633471,-0.15113747331027977,0.9625410510342055
BTCUSDT,8,8,18,6,21,100,20,14,0.05,0.06,361,-3.026082785376783,50.41551246537396,-0.008382500790517404,3.197304967822698,-3.328590790296013,-1.0714291324633471,-0.15113747331027977,0.9625410510342055
BTCUSDT,8,8,18,6,21,100,20,14,0.05,0.1,361,-3.026082785376783,50.41551246537396,-0.008382500790517404,3.197304967822698,-3.328590790296013,-1.0714291324633471,-0.15113747331027977,0.9625410510342055
BTCUSDT,8,8,18,6,21,200,10,8,0.02,0.04,293,-6.127853640896944,51.877133105802045,-0.020914176248795033,3.197304967822698,-2.3445823705701625,-2.86495066492694,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,8,0.02,0.06,293,-6.127853640896944,51.877133105802045,-0.020914176248795033,3.197304967822698,-2.3445823705701625,-2.86495066492694,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,8,0.02,0.1,293,-6.127853640896944,51.877133105802045,-0.020914176248795033,3.197304967822698,-2.3445823705701625,-2.86495066492694,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,8,0.03,0.04,292,-6.101018222301619,52.054794520547944,-0.020893898021580887,3.197304967822698,-3.328590790296013,-2.7987311266493813,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,8,0.03,0.06,292,-6.101018222301619,52.054794520547944,-0.020893898021580887,3.197304967822698,-3.328590790296013,-2.7987311266493813,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,8,0.03,0.1,292,-6.101018222301619,52.054794520547944,-0.020893898021580887,3.197304967822698,-3.328590790296013,-2.7987311266493813,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,8,0.05,0.04,292,-6.101018222301619,52.054794520547944,-0.020893898021580887,3.197304967822698,-3.328590790296013,-2.7987311266493813,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,8,0.05,0.06,292,-6.101018222301619,52.054794520547944,-0.020893898021580887,3.197304967822698,-3.328590790296013,-2.7987311266493813,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,8,0.05,0.1,292,-6.101018222301619,52.054794520547944,-0.020893898021580887,3.197304967822698,-3.328590790296013,-2.7987311266493813,-0.19498475747131908,0.9347369907653803
BTCUSDT,8,8,18,6,21,200,10,14,0.02,0.04,304,-5.672567332047091,51.64473684210527,-0.01865976096068122,3.197304967822698,-2.3445823705701625,-2.5866187430362335,-0.19083718614849557,0.9389666899702944
BTCUSDT,8,8,18,6,21,200,10,14,0.02,0.06,304,-5.672567332047091,51.64473684210527,-0.01865976096068122,3.197304967822698,-2.3445823705701625,-2.5866187430362335,-0.19083718614849557,0.9389666899702944
BTCUSDT,8,8,18,6,21,200,10,14,0.02,0.1,304,-5.672567332047091,51.64473684210527,-0.01865976096068122,3.197304967822698,-2.3445823705701625,-2.5866187430362335,-0.19083718614849557,0.9389666899702944
BTCUSDT,8,8,18,6,21,200,10,14,0.03,0.04,304,-6.556682073986632,51.64473684210527,-0.021568033138113923,3.197304967822698,-3.0156276220388007,-2.958524223938067,-0.19814692182959284,0.9304843447617103
BTCUSDT,8,8,18,6,21,200,10,14,0.03,0.06,304,-6.556682073986632,51.64473684210527,-0.021568033138113923,3.197304967822698,-3.0156276220388007,-2.958524223938067,-0.19814692182959284,0.9304843447617103
BTCUSDT,8,8,18,6,21,200,10,14,0.03,0.1,304,-6.556682073986632,51.64473684210527,-0.021568033138113923,3.197304967822698,-3.0156276220388007,-2.958524223938067,-0.19814692182959284,0.9304843447617103
BTCUSDT,8,8,18,6,21,200,10,14,0.05,0.04,304,-6.556682073986632,51.64473684210527,-0.021568033138113923,3.197304967822698,-3.0156276220388007,-2.958524223938067,-0.19814692182959284,0.9304843447617103
BTCUSDT,8,8,18,6,21,200,10,14,0.05,0.06,304,-6.556682073986632,51.64473684210527,-0.021568033138113923,3.197304967822698,-3.0156276220388007,-2.958524223938067,-0.19814692182959284,0.9304843447617103
BTCUSDT,8,8,18,6,21,200,10,14,0.05,0.1,304,-6.556682073986632,51.64473684210527,-0.021568033138113923,3.197304967822698,-3.0156276220388007,-2.958524223938067,-0.19814692182959284,0.9304843447617103
BTCUSDT,8,8,18,6,21,200,20,8,0.02,0.04,405,-7.049157453474919,51.85185185185185,-0.017405327045617085,3.197304967822698,-2.3445823705701625,-2.515854275501018,-0.18537534410141143,0.9246709162229648
BTCUSDT,8,8,18,6,21,200,20,8,0.02,0.06,405,-7.049157453474919,51.85185185185185,-0.017405327045617085,3.197304967822698,-2.3445823705701625,-2.515854275501018,-0.18537534410141143,0.9246709162229648
BTCUSDT,8,8,18,6,21,200,20,8,0.02,0.1,405,-7.049157453474919,51.85185185185185,-0.017405327045617085,3.197304967822698,-2.3445823705701625,-2.515854275501018,-0.18537534410141143,0.9246709162229648
BTCUSDT,8,8,18,6,21,200,20,8,0.03,0.04,404,-6.637744183226035,51.98019801980198,-0.016430059859470384,3.197304967822698,-3.328590790296013,-2.3355506965468686,-0.18218829495107514,0.9282884984266834
BTCUSDT,8,8,18,6,21,200,20,8,0.03,0.06,404,-6.637744183226035,51.98019801980198,-0.016430059859470384,3.197304967822698,-3.328590790296013,-2.3355506965468686,-0.18218829495107514,0.9282884984266834
BTCUSDT,8,8,18,6,21,200,20,8,0.03,0.1,404,-6.637744183226035,51.98019801980198,-0.016430059859470384,3.197304967822698,-3.328590790296013,-2.3355506965468686,-0.18218829495107514,0.9282884984266834
BTCUSDT,8,8,18,6,21,200,20,8,0.05,0.04,404,-6.637744183226035,51.98019801980198,-0.016430059859470384,3.197304967822698,-3.328590790296013,-2.3355506965468686,-0.18218829495107514,0.9282884984266834
BTCUSDT,8,8,18,6,21,200,20,8,0.05,0.06,404,-6.637744183226035,51.98019801980198,-0.016430059859470384,3.197304967822698,-3.328590790296013,-2.3355506965468686,-0.18218829495107514,0.9282884984266834
BTCUSDT,8,8,18,6,21,200,20,8,0.05,0.1,404,-6.637744183226035,51.98019801980198,-0.016430059859470384,3.197304967822698,-3.328590790296013,-2.3355506965468686,-0.18218829495107514,0.9282884984266834
BTCUSDT,8,8,18,6,21,200,20,14,0.02,0.04,421,-3.646536108328288,51.543942992874115,-0.008661605958024437,3.197304967822698,-2.3445823705701625,-1.162402950654371,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,21,200,20,14,0.02,0.06,421,-3.646536108328288,51.543942992874115,-0.008661605958024437,3.197304967822698,-2.3445823705701625,-1.162402950654371,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,21,200,20,14,0.02,0.1,421,-3.646536108328288,51.543942992874115,-0.008661605958024437,3.197304967822698,-2.3445823705701625,-1.162402950654371,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,21,200,20,14,0.03,0.04,420,-3.627280656288642,51.66666666666667,-0.008636382514972956,3.197304967822698,-3.0156276220388007,-1.1448357606954505,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,21,200,20,14,0.03,0.06,420,-3.627280656288642,51.66666666666667,-0.008636382514972956,3.197304967822698,-3.0156276220388007,-1.1448357606954505,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,21,200,20,14,0.03,0.1,420,-3.627280656288642,51.66666666666667,-0.008636382514972956,3.197304967822698,-3.0156276220388007,-1.1448357606954505,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,21,200,20,14,0.05,0.04,420,-3.627280656288642,51.66666666666667,-0.008636382514972956,3.197304967822698,-3.0156276220388007,-1.1448357606954505,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,21,200,20,14,0.05,0.06,420,-3.627280656288642,51.66666666666667,-0.008636382514972956,3.197304967822698,-3.0156276220388007,-1.1448357606954505,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,21,200,20,14,0.05,0.1,420,-3.627280656288642,51.66666666666667,-0.008636382514972956,3.197304967822698,-3.0156276220388007,-1.1448357606954505,-0.16841522710830434,0.9558633230996346
BTCUSDT,8,8,18,6,50,100,10,8,0.02,0.04,300,-4.392832759697146,53.333333333333336,-0.014642775865657154,3.197304967822698,-2.3445823705701625,-2.7284759424240725,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,8,0.02,0.06,300,-4.392832759697146,53.333333333333336,-0.014642775865657154,3.197304967822698,-2.3445823705701625,-2.7284759424240725,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,8,0.02,0.1,300,-4.392832759697146,53.333333333333336,-0.014642775865657154,3.197304967822698,-2.3445823705701625,-2.7284759424240725,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,8,0.03,0.04,299,-4.365997341101812,53.51170568561873,-0.01460199779632713,3.197304967822698,-3.328590790296013,-2.660584798104686,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,8,0.03,0.06,299,-4.365997341101812,53.51170568561873,-0.01460199779632713,3.197304967822698,-3.328590790296013,-2.660584798104686,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,8,0.03,0.1,299,-4.365997341101812,53.51170568561873,-0.01460199779632713,3.197304967822698,-3.328590790296013,-2.660584798104686,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,8,0.05,0.04,299,-4.365997341101812,53.51170568561873,-0.01460199779632713,3.197304967822698,-3.328590790296013,-2.660584798104686,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,8,0.05,0.06,299,-4.365997341101812,53.51170568561873,-0.01460199779632713,3.197304967822698,-3.328590790296013,-2.660584798104686,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,8,0.05,0.1,299,-4.365997341101812,53.51170568561873,-0.01460199779632713,3.197304967822698,-3.328590790296013,-2.660584798104686,-0.19479975774751565,0.9514361979125152
BTCUSDT,8,8,18,6,50,100,10,14,0.02,0.04,315,-5.767665382016471,52.6984126984127,-0.01831004883179832,3.197304967822698,-2.3445823705701625,-3.182255666194256,-0.20450884574196768,0.9379015373429211
BTCUSDT,8,8,18,6,50,100,10,14,0.02,0.06,315,-5.767665382016471,52.6984126984127,-0.01831004883179832,3.197304967822698,-2.3445823705701625,-3.182255666194256,-0.20450884574196768,0.9379015373429211
BTCUSDT,8,8,18,6,50,100,10,14,0.02,0.1,315,-5.767665382016471,52.6984126984127,-0.01831004883179832,3.197304967822698,-2.3445823705701625,-3.182255666194256,-0.20450884574196768,0.9379015373429211
BTCUSDT,8,8,18,6,50,100,10,14,0.03,0.04,315,-6.651780123956012,52.6984126984127,-0.021116762298273053,3.197304967822698,-3.0156276220388007,-3.5334479867653608,-0.21169507572527574,0.9294288144056932
BTCUSDT,8,8,18,6,50,100,10,14,0.03,0.06,315,-6.651780123956012,52.6984126984127,-0.021116762298273053,3.197304967822698,-3.0156276220388007,-3.5334479867653608,-0.21169507572527574,0.9294288144056932
BTCUSDT,8,8,18,6,50,100,10,14,0.03,0.1,315,-6.651780123956012,52.6984126984127,-0.021116762298273053,3.197304967822698,-3.0156276220388007,-3.5334479867653608,-0.21169507572527574,0.9294288144056932
BTCUSDT,8,8,18,6,50,100,10,14,0.05,0.04,315,-6.651780123956012,52.6984126984127,-0.021116762298273053,3.197304967822698,-3.0156276220388007,-3.5334479867653608,-0.21169507572527574,0.9294288144056932
BTCUSDT,8,8,18,6,50,100,10,14,0.05,0.06,315,-6.651780123956012,52.6984126984127,-0.021116762298273053,3.197304967822698,-3.0156276220388007,-3.5334479867653608,-0.21169507572527574,0.9294288144056932
BTCUSDT,8,8,18,6,50,100,10,14,0.05,0.1,315,-6.651780123956012,52.6984126984127,-0.021116762298273053,3.197304967822698,-3.0156276220388007,-3.5334479867653608,-0.21169507572527574,0.9294288144056932
BTCUSDT,8,8,18,6,50,100,20,8,0.02,0.04,409,-6.738873919663899,51.83374083129584,-0.016476464351256475,3.197304967822698,-2.3445823705701625,-2.3793341625503626,-0.18320724013448314,0.9274922117268631
BTCUSDT,8,8,18,6,50,100,20,8,0.02,0.06,409,-6.738873919663899,51.83374083129584,-0.016476464351256475,3.197304967822698,-2.3445823705701625,-2.3793341625503626,-0.18320724013448314,0.9274922117268631
BTCUSDT,8,8,18,6,50,100,20,8,0.02,0.1,409,-6.738873919663899,51.83374083129584,-0.016476464351256475,3.197304967822698,-2.3445823705701625,-2.3793341625503626,-0.18320724013448314,0.9274922117268631
BTCUSDT,8,8,18,6,50,100,20,8,0.03,0.04,408,-6.712038501068573,51.9607843137255,-0.01645107475752101,3.197304967822698,-3.328590790296013,-2.334138009362748,-0.18320724013448325,0.927492211726863
BTCUSDT,8,8,18,6,50,100,20,8,0.03,0.06,408,-6.712038501068573,51.9607843137255,-0.01645107475752101,3.197304967822698,-3.328590790296013,-2.334138009362748,-0.18320724013448325,0.927492211726863
BTCUSDT,8,8,18,6,50,100,20,8,0.03,0.1,408,-6.712038501068573,51.9607843137255,-0.01645107475752101,3.197304967822698,-3.328590790296013,-2.334138009362748,-0.18320724013448325,0.927492211726863
BTCUSDT,8,8,18,6,50,100,20,8,0.05,0.04,408,-6.712038501068573,51.9607843137255,-0.01645107475752101,3.197304967822698,-3.328590790296013,-2.334138009362748,-0.18320724013448325,0.927492211726863
BTCUSDT,8,8,18,6,50,100,20,8,0.05,0.06,408,-6.712038501068573,51.9607843137255,-0.01645107475752101,3.197304967822698,-3.328590790296013,-2.334138009362748,-0.18320724013448325,0.927492211726863
BTCUSDT,8,8,18,6,50,100,20,8,0.05,0.1,408,-6.712038501068573,51.9607843137255,-0.01645107475752101,3.197304967822698,-3.328590790296013,-2.334138009362748,-0.18320724013448325,0.927492211726863
BTCUSDT,8,8,18,6,50,100,20,14,0.02,0.04,429,-9.52395901081779,50.58275058275058,-0.022200370654586923,3.197304967822698,-2.3445823705701625,-3.1423980377365837,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,100,20,14,0.02,0.06,429,-9.52395901081779,50.58275058275058,-0.022200370654586923,3.197304967822698,-2.3445823705701625,-3.1423980377365837,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,100,20,14,0.02,0.1,429,-9.52395901081779,50.58275058275058,-0.022200370654586923,3.197304967822698,-2.3445823705701625,-3.1423980377365837,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,100,20,14,0.03,0.04,428,-9.504703558778148,50.70093457943925,-0.02220725130555642,3.197304967822698,-3.0156276220388007,-3.1067593377138643,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,100,20,14,0.03,0.06,428,-9.504703558778148,50.70093457943925,-0.02220725130555642,3.197304967822698,-3.0156276220388007,-3.1067593377138643,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,100,20,14,0.03,0.1,428,-9.504703558778148,50.70093457943925,-0.02220725130555642,3.197304967822698,-3.0156276220388007,-3.1067593377138643,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,100,20,14,0.05,0.04,428,-9.504703558778148,50.70093457943925,-0.02220725130555642,3.197304967822698,-3.0156276220388007,-3.1067593377138643,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,100,20,14,0.05,0.06,428,-9.504703558778148,50.70093457943925,-0.02220725130555642,3.197304967822698,-3.0156276220388007,-3.1067593377138643,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,100,20,14,0.05,0.1,428,-9.504703558778148,50.70093457943925,-0.02220725130555642,3.197304967822698,-3.0156276220388007,-3.1067593377138643,-0.19267459517480484,0.9011597194291461
BTCUSDT,8,8,18,6,50,200,10,8,0.02,0.04,312,-6.84057721812572,51.28205128205128,-0.02192492698117218,3.197304967822698,-2.3445823705701625,-3.015709600679445,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,8,0.02,0.06,312,-6.84057721812572,51.28205128205128,-0.02192492698117218,3.197304967822698,-2.3445823705701625,-3.015709600679445,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,8,0.02,0.1,312,-6.84057721812572,51.28205128205128,-0.02192492698117218,3.197304967822698,-2.3445823705701625,-3.015709600679445,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,8,0.03,0.04,311,-6.813741799530387,51.446945337620576,-0.021909137619068767,3.197304967822698,-3.328590790296013,-2.950911829719317,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,8,0.03,0.06,311,-6.813741799530387,51.446945337620576,-0.021909137619068767,3.197304967822698,-3.328590790296013,-2.950911829719317,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,8,0.03,0.1,311,-6.813741799530387,51.446945337620576,-0.021909137619068767,3.197304967822698,-3.328590790296013,-2.950911829719317,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,8,0.05,0.04,311,-6.813741799530387,51.446945337620576,-0.021909137619068767,3.197304967822698,-3.328590790296013,-2.950911829719317,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,8,0.05,0.06,311,-6.813741799530387,51.446945337620576,-0.021909137619068767,3.197304967822698,-3.328590790296013,-2.950911829719317,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,8,0.05,0.1,311,-6.813741799530387,51.446945337620576,-0.021909137619068767,3.197304967822698,-3.328590790296013,-2.950911829719317,-0.194842032679,0.9277104563656065
BTCUSDT,8,8,18,6,50,200,10,14,0.02,0.04,328,-8.190387020887766,50.609756097560975,-0.024970692136852945,3.197304967822698,-2.3445823705701625,-3.516145038923983,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,10,14,0.02,0.06,328,-8.190387020887766,50.609756097560975,-0.024970692136852945,3.197304967822698,-2.3445823705701625,-3.516145038923983,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,10,14,0.02,0.1,328,-8.190387020887766,50.609756097560975,-0.024970692136852945,3.197304967822698,-2.3445823705701625,-3.516145038923983,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,10,14,0.03,0.04,327,-8.171131568848121,50.764525993883794,-0.024988169935315357,3.197304967822698,-3.0156276220388007,-3.4652428938807525,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,10,14,0.03,0.06,327,-8.171131568848121,50.764525993883794,-0.024988169935315357,3.197304967822698,-3.0156276220388007,-3.4652428938807525,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,10,14,0.03,0.1,327,-8.171131568848121,50.764525993883794,-0.024988169935315357,3.197304967822698,-3.0156276220388007,-3.4652428938807525,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,10,14,0.05,0.04,327,-8.171131568848121,50.764525993883794,-0.024988169935315357,3.197304967822698,-3.0156276220388007,-3.4652428938807525,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,10,14,0.05,0.06,327,-8.171131568848121,50.764525993883794,-0.024988169935315357,3.197304967822698,-3.0156276220388007,-3.4652428938807525,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,10,14,0.05,0.1,327,-8.171131568848121,50.764525993883794,-0.024988169935315357,3.197304967822698,-3.0156276220388007,-3.4652428938807525,-0.2039384200182514,0.9151543588938754
BTCUSDT,8,8,18,6,50,200,20,8,0.02,0.04,432,-7.7239324252489645,51.388888888888886,-0.017879473206594824,3.197304967822698,-2.3445823705701625,-2.6327086205684194,-0.189093939105533,0.9181982312189919
BTCUSDT,8,8,18,6,50,200,20,8,0.02,0.06,432,-7.7239324252489645,51.388888888888886,-0.017879473206594824,3.197304967822698,-2.3445823705701625,-2.6327086205684194,-0.189093939105533,0.9181982312189919
BTCUSDT,8,8,18,6,50,200,20,8,0.02,0.1,432,-7.7239324252489645,51.388888888888886,-0.017879473206594824,3.197304967822698,-2.3445823705701625,-2.6327086205684194,-0.189093939105533,0.9181982312189919
